,index,Tweet,HS
1321,323,tetap anies pakai hati nurani mu bro,NON_HATE
1322,324,jadi begini saat ini sudah pasuk mana rakyat dan warganet untuk cawe2 jaga jago masing masing dukung anies sila bela anies dukung ganjar sila bela ganjar dukung prabowo sila bela prabowo asal jangan presiden saja yang cawe2 terlalu risiko,HATE
1323,325,terus kok kamu sibuk ngerecokin sangat harga anies atau sangat bahaya untuk rezim korup,HATE
1324,326,eh bokep tiap hari kamu lintas di lini masa gue bicara anies mulu dengan tidak fair kamu kasih tau terus prestasi ganjar biar orang pilih ganjar gue orang jaka a dan tau betul era pimpin anies jadi makin kamu fitnah anies makin tidak suka gue lihat ganjar karena kamu,NON_HATE
1325,327,hidup anies yang jelas bibit bebet bobot juga cucu dari pahlawan ri anak orang guru se a yang harum daerah khusus ibukota di mata international bagi mereka yang melek mata dan bersih hati,NON_HATE
1326,328,anies doooong sudah cukup 2 kali dukung prabowo amp ujung juga tidak ngenakin enough is enough i have a much better prospective leader now,HATE
1327,329,2 orang 2 suara ini rakyat biasa dukung anies,HATE
1328,330,pak buat acara formula e tidak dukung sama dan bahkan aspal jalan sirkuit formula e saja pak anies cari sendiri kontraktor dan tidak ada itu bantuan2 dari perintah,HATE
1329,331,karena dia rasa dekat dengan kuasa orang yang turut dia punya power dan sangat ingin jatuh pak anies,HATE
1330,332,betul sekali jadi tidak perlu pakai basa basi undang segala ya meski kata anies yang punya ide,NON_HATE
1331,333,sekalipun halang oleh kuasa niat tulus orang anies yang amanah dan ikhlas tuhan beri jalan yang baik,NON_HATE
1332,334,hiii najis hasil kerja prestasi pak anies yang dulu dibully sekarang puji puji makhluk najis tidak tahu malu kamu cih,HATE
1333,335,terus kalau pak anies jelek emnag turut anda 7kw it bagus bisa kasih daftar prestasi 7kw yang anda bangga dengan kapasitas yang ala kadar it,NON_HATE
1334,336,diam diam kamu aku formula e manfaat bukan hanya bagi daerah khusus ibukota tapi bagi ri tapi hati busuk kamu berat aku anies yang rintis dan mulai sampah,NON_HATE
1335,337,ragu koalisi anies punya calon wakil presiden kejut pakar berat belum tentu bisa menang,HATE
1336,338,coba sebut apa fitnah ke aniies kan fakta anies sepe i itu,HATE
1337,339,denny indrayana aku minta mahfud md bantu anies baswedan jadi calon presiden agar demokrasi lebih sehat,NON_HATE
1338,340,alah cocote ru kamu cuma ikut ikut pak anies saja kamu pakai fasilitas acara yt buat oleh anies dan sponsor oleh dan kamu tidak layak jadi gubernur su kamu cocok jadi kepala desa haha,NON_HATE
1339,341,demokrat sosok calon wakil presiden anies akan kejut tunggu rakyat,HATE
1340,342,badan awas pilih umum komisi pemelihan umum kerja tidur ada tim ganjar bagi bagi sembako kampanye di masjid dan keliling2 indonesia tidak ada reaksi dari badan awas pilih umum sedang kalau anies salat jumat badan awas pilih umum buru buru bangun dengan ancam akan lapor anies atur di ri harus adil negara ri bukan milik partai demokrasi indonesia juang saja,NON_HATE
1341,343,tidak jadi pindah sircuitnyanke sudirman masih betah ya pakai bangun karya anies,NON_HATE
1342,344,terus anies mau di mana in bang,HATE
1343,345,zaman anies formula e selalu serang buzzerp sekarang kok adem ayem ya malah nikmat untung dari selenggara sebut padahal inisiator pak anies sampai dalam buat sirkuit selalu recok dan hambat,NON_HATE
1344,346,jejak kamu sera kayak begini dulu pak anies di fitnah amp di hina sekarang puja puji gubernur giveaway ini orang mukak tembok amp tidak punya malu,HATE
1345,347,layak untuk pak anies calon pilih rakyat,HATE
1346,348,ayo fitnah anies lagi biar kita tau siapa cundang sejati bangsa ini,HATE
1347,349,alas satu tk sudi bayar sure pay,NON_HATE
1348,350,wkwk gue saja yang bukan fanboy anies malu baca kemarin kemarin kamu bukan ikut serang formula e,NON_HATE
1349,351,formula e anies bisa ban gerombol minus prestasi coba curi prestasi anies tapi gagal total rakyat tidak buta,HATE
1350,352,mudah mudah layak untuk pak anies harga itu,NON_HATE
1351,353,alas satu tak sudi bayar sure pay,NON_HATE
1352,354,tidak mungkin lupa kalau formula e bisa ada di jaka a hasil dari uang pribadi atau keluarga nya anies,NON_HATE
1353,355,siapa pasang anies di pilih umum 2024 tetap tidak akan menang karena kakak kamu mati ada di calon presiden,HATE
1354,356,keren ganjar memang tepat jadi presiden toleran anies memang tepat jadi presiden indonesia tuju adil bagi seluruh rakyat indonesia,HATE
1355,357,anies baswedan masuk yang libat aktif dalam proses reformasi 98 dan beliau tetap rendah hati dan bijak tidak sepe i para politis yang aku dan lantang aktivis 98 hanya untuk jabat dan bisa kita lihat dimedsos dan media lain yang cukup kita ragu validitas,NON_HATE
1356,358,walaupun niat kejut jangan sampai yang jadi calon wakil presiden pak anies itu malah pak johnny plate ya cuma saran bagai sahabat saja sih sekalipun tidak ada larang karena pak johnny kader nasional demokrat dan kaya ratus miliar sangka koruptor masih bisa maju,HATE
1357,359,tapi anies memang jelek itu kok kerja fakta di jaka a bro kita orang jaka a lihat sendiri,HATE
1358,360,koreksi diri dulu periksa hati guna nurani untuk nilai dan timbang suatu perkara jujur pada diri sendiri apa sih yang dapat harap dari anies,NON_HATE
1359,361,makin coba benam pak anies akan makin kibar,HATE
1360,362,tidak cape pikir anies terus oh iya lagi cari makan ya lanjjjoootttt,NON_HATE
1361,363,anies cetus formula e,NON_HATE
1362,364,kalau 2024 jokowi lawan anies yakin lah kawan itu juga ikut jokowi tapi 2024 ini jokowi harus istirahat semua punya hak di 2024 untuk suara kepada siapa 2019 juga prabowo rival jokowi tapi sekarang akrab kan ini nama strategi politik,NON_HATE
1363,365,dan para penies dukung anies tetap otot junjung tidak dukung oligarki lawak,HATE
1364,366,moga allah subhanahu wa taala rida bapak anies rasyid baswedan jadi presiden indonesia amin ya robbal alamiin,HATE
1365,367,moga allah selalu lindung yang benar ladang pahala buat pak anies kalau itu memang benar itu gibah akan tetapi kalau salah itu fitnah semua akan di hisab di hadap allah jemari ucap buat,HATE
1366,368,yakin masih punya duit berat cari bohir calon yang elektabilitasnya nyungsep terus masih alot calon wakil presiden anies pasti urus duit,NON_HATE
1367,369,9 10,NON_HATE
1368,370,wkwk akhir aku kerja keras pak dong ya kali mau di usut komisi berantas korupsi karena bayar lebih orang memang menteri uang yang lebih transfer lawaakk lawaakk oi cenul ayo dong aku tinggal pak anies yang kesan amp baik ini,HATE
1369,371,heran anies ini sudah tidak menjabt dia itu beli tiket sendiri pakai uang dia kenapa kalian ribut nanti kalau anies tidak lihat juga salah datang salah haha ribet sudah,HATE
1370,372,kalem saja sih john panik amat orang prabowo juga belum deklarasi resmi jadi calon presiden pak ai usung koalisi nya juga belum final beda hal ganjar sama anies kamu lebih baik fokus berita ganjar yang bagus bagus sudah,NON_HATE
1371,373,tidak akan pilih prabowo viarpun anies tidak calon presiden,HATE
1372,374,anies moga strok melet melet,NON_HATE
1373,375,eh puja den bokep tululllll yang bawa event formula e ke indonesia itu pak anies kamu tidak ada sopan santun sama orang yang sangat jasa harum nama bangsa sendiri,NON_HATE
1374,376,kalau di perintah ketika orang menang ada istilah bersih bersih siap siap saja kalau anies yang menang atau bahkan prabowo menang juga,HATE
1375,377,benar nyata denny indrayana musni umar jegal anies baswedan bukan isap jempol,HATE
1376,378,haha itu kenapa saya tolak keras kalau jadi wakil presiden nya anies jilat dan kutu loncat,HATE
1377,379,kalau terus hilang karya anies rasa sulit karena sudah condong ke suatu kelompok,HATE
1378,380,orang yang benci anies adalah dari kelompok cinta anus,HATE
1379,381,terima kasih pak anies imdonesia akan jaya jika pimpin oleh pak anies,HATE
1380,382,terima kasih telah ikut kampanye kan pak anies,HATE
1381,383,ingat saja pak ganjar dan pak prabowo itu masih jabat publik aktif dan sekarang calon presiden dari partai politik usung masing masing sementara pak anies sudah jadi rakyat biasa demokrasi kita harus lurus ini apakah orientasi pada lanjut kuasa atau layan publik,NON_HATE
1382,384,haha memang dahhhhh anies tak undang di formula e komisaris badan usaha milik negara kayak anak tk raung raung tidak kasih permen,HATE
1383,385,karena anies telah kalah ahok itu saja kenapa karena mereka dewa ahok padahal oleh anies cukup senyum kapar dia mereka dendam lah kesumat,HATE
1384,386,anies mencret mencret,NON_HATE
1385,387,bukti bacot doang beda jauh banding anies yang cerdas konsep cerdas laksana kalau ganjar ngawur konsep ngawur laksana buzzernya ganas,HATE
1386,388,siapa hayo anies sentil pimpin yang takut masa jabat akhir,HATE
1387,389,nanti di kejar habib bahar kalau tua lengser dan anies jadi preaiden bisa sial hidup,HATE
1388,390,dia kira harap undang pak anies itu nerimo kalau undang oleh orang orang baik,HATE
1389,391,harap maklum kerja mas denny kan nyinyir anies dan pak ai dukung anies ketrampilan nya kan itu dari situ kan dapur nya bisa ngebul,HATE
1390,392,milenial kok pada pilih kakek2 sure pay tk masuk akal,HATE
1391,393,insya allah anies jadi presiden ri 2024 amin,NON_HATE
1392,394,saat indonesia tampil di kancah international negeri butuh pimpin yang bisa angkat sama abat bangsa yang puruk derajat dengan bangsa bangsa lain bismillah pak anies baswedan presiden indonesia,NON_HATE
1393,395,kalau suruh pilih ganjar atau prabowo aku pilih prabowo kalau suruh pilih prabowo atau anies aku pilih anies ganjar tugas pak ai prabowo boneka jokowi anies tugas rakyat,HATE
1394,396,sejarah akan catat dengan tinta emas nya anies pahlawan lawan zalim rezim laknat,HATE
1395,397,ah kalau kata anies bebas dapat,NON_HATE
1396,398,ev akan mrnjadi tren ke depan formula e adalah ajang promosi mobil listrik jadi harus di dukung anies dukung ev yang dia kritik subsidi untuk ev pribadi karena subsidi ev pribadi sama saja mendubsidi orang kayak tapi yang anies dukung adalah subsidi ev massal paham,NON_HATE
1397,399,deklarasi ganjar oleh anak anak sekolah dasar ya tidak apa2lah kalau deklarasi anies nah baru bisa anggap langgar iya tidak,HATE
1398,400,bismillah assalamualaikum tagar ronin benih garvo mohon bantu suarakn dengan 2 tagar sama karena rkyat ingin prubahn anies pilihn rkyat untuk bisa mlakuknx bila untuk p ahankn negeri ini dari khancurn vivere simul simul morietur,NON_HATE
1399,401,makanya tidak mungkin anies di capreskan oleh sp dengan gratisssss ke toilet saja bayar 2rb jakarta dengan empat ratus triliun lebih tidak jadi apa apa sila lanjut kalimat,NON_HATE
1400,402,he kutil babi mana kemarin kemarin kalian saat anies di hujat karena bangun sirkuit fe sekarang ngik ngik ngik ramai sak kandang kayak babi kalian pak anies itu bukti telah bangun yang untung buat bangsa yang belah lagi selalu rugi dan cekik bangsa,NON_HATE
1401,403,lawan anies adalah oknum aparat khianat negara satu republik indonesia jongos 9 naga cina kayak di indonesia 9 naga dendam atas kalah ah k pada pilih gubernur daerah khusus ibukota jaka a yang menang anies,HATE
1402,404,heru nebeng hasil prestasi anies,HATE
1403,405,luar biasa cerdas memang pak anies formula e hasil karya jadi bangga indonesia,NON_HATE
1404,406,contoh jahat buzzer ganjar tebar hoaks buzzer bayar tiada ahlak terus terus tebar bohong 1 yang di bagi itu gambar saat proyek belum selesai 2 tangan banjir anies sangat baik hingga saat ini banjir kurang 90 persen di jaka a,NON_HATE
1405,407,bagai bantu anies tidak juga mana mana gusur dengan paksa atau tidak bukan ukur nya kalau masih gusur fakta anies 5 tahun bagai gubernur kampung mukim kumuh di be ambah dari 225 jadi 250,NON_HATE
1406,408,pasti tidak hasil duit dan untung uang rapat saja tidak ada yang sawer bagaimana mau jadi sepakat sama ambyar anies,NON_HATE
1407,409,anies baswedan di mata orang surya tjandra juru bicara,HATE
1408,410,ganjar memang buta mata dan hati berat aku tangan banjir jaka a oleh anies jauh lebih baik dari jokowi dan ahok apalagi banding dengan jawa tengah ganjar tidak ada apa apa 10 tahun ganjar cuma mbacot untuk tangan banjir jawa tengah,HATE
1409,411,anies real menang di dunia nyata,NON_HATE
1410,412,partai adil sejahtera aku nama calon wakil presiden anies kerucut tapi masih bicara,HATE
1411,413,dulu bungkuk lemah kemudian angkat biar bisa diri tegak telah tegak tubuh saja daya nalar masih bungkuk olah jumawa mengherdik yang telah tegak salah anies cuma satu gagal tegak isi otak karena orang bodoh gerak tak kendali,HATE
1412,414,nyata sandi benar rasional apa gagas koalisi ubah dan arah apa yang mw ubah anies justru sekarang dia bagai menkraf sangat paham arah visi misi jokowi dalam kurun waktu 9thn bangun indonesia maju bukan cuma narasi gagas tapi tidak ada wujud nyata,NON_HATE
1413,415,mantap prabowo anies menang,HATE
1414,416,orang anies baswedan mampu meng indonesia pada dunia dan itu tolok ukur dan kunci dari kapasitas dan kapabilitas pimpin beliau bagai good benar,NON_HATE
1415,417,bisa saja anies eliminasi oleh alam kayak dulu aburizal bakrie dan dahlan iskan,HATE
1416,418,anies menangisss,HATE
1417,419,yang tolak anies itu subsidi untuk beli kendara listrik blooon tidak usah subsidi pun beli mobil listrik harus inden 6 bulan anak tk ajar tahun saja pintar cebong 10 tahun otak tetap saja 78,HATE
1418,420,kecuali milenial surup yang tidak pilih anies,NON_HATE
1419,421,sembah pak anies buat jakpro,NON_HATE
1420,422,anies tak undang di formula e jaka a 2023 rocky kuasa masih dendam padahal dia inisiator,HATE
1421,423,saya yang simpatisan anies ya tidak tuju lah dia orang dalam yang bisa men sleding dari belakang,HATE
1422,424,kampanye amp amanah penuh janji politik warga tanah merah pilih anies karena tidak gusur kawasan kumuh,HATE
1423,425,jabat giveaway tinggal nikmat dan para buzzerp nya pada gagu yang kerja keras pak anies baswedan sampai beli aspal saja susah,NON_HATE
1424,426,kalau soal tipu tipu tipu anies juara,NON_HATE
1425,427,apa yang kalian survei yang menang itu anies,HATE
1426,428,ribet ah rakyat indonesia pilih umum 2024 itu simpel saja 1 ingin ubah pilih anies 2 ingin lanjut pilih orang dalam perintah sekarang prabowo sudah tinggal mau apa lalu kembali kerja ke kerja masing masing baik baik negara kita akan maju,NON_HATE
1427,429,anies susilo bambang yudhoyono atau anies jika,HATE
1428,430,apa apa apa akhir aku juga anies korupsi dengan halus bahasa dengan sebut lebih bayar,HATE
1429,431,sayang anies tidak akan menang,HATE
1430,432,sudah majuin saja anies dan agus harimurti yudhoyono paling nyungsep lagi,HATE
1431,433,manusia boleh mrencnakan allah subhanahu wa taala yang tentu insya allah pak anies tidak out malah depan insya allah menang kenapa pak anies ditkuti segala macam survei jegal hoaks sebar laku buzzerp yang tidak mau anies menang lurus baik ikhlas itu pak anies untuk rakyat indonesia,NON_HATE
1432,434,sakit hati balas dendam politik busuk tidak punya urat malu anies tak undang di formula e jaka a 2023 rocky kuasa masih dendam padahal dia inisiator,HATE
1433,435,terima kasih pak anies moga segera jadi presiden sikat habis para buzzerp yang rusak satu dan satu jaya negara satu republik indonesia,HATE
1434,436,eh jawa omong kamu medok jelas kamu jawa tidak pernah tinggal dan jadi warga daerah khusus ibukota maka kamu tidak kenal 5 tahun cukup buat jaka a jadi hebat memang anies selalu bilang dia layan rakyat apa kamu sapelo maka tinggal di daerah khusus ibukota baru kamu rasa tulus anies untuk rakyat cuma ruhut yang jahat,NON_HATE
